Instance 	 p 	 q 
45 	 [87, 77, 83, 73, 92, 21, 2, 20, 56, 12, 7, 37, 79, 99, 56, 74, 84, 90, 6, 54, 29, 70, 13, 68, 37, 95, 75, 23, 97, 12, 75, 47, 21, 82, 85, 95, 19, 14, 63, 88, 11, 22, 69, 73, 57, 64, 72, 80, 41, 85, 61, 85, 12, 45, 65, 64, 72, 20, 84, 22, 76, 31, 34, 11, 33, 48, 16, 44, 86, 44, 19, 32, 97, 7, 34, 99, 92, 30, 78, 9, 34, 3, 28, 63, 41, 2, 77, 71, 80, 66, 16, 12, 66, 41, 11, 4, 38, 9, 3, 70] 	 [27, 28, 77, 78, 12, 61, 99, 95, 18, 65, 26, 61, 3, 66, 54, 6, 51, 35, 1, 26, 2, 2, 79, 92, 44, 22, 14, 41, 21, 62, 56, 19, 94, 83, 73, 50, 76, 32, 96, 11, 27, 30, 90, 2, 14, 29, 87, 16, 12, 29, 52, 85, 4, 94, 87, 52, 70, 43, 53, 66, 39, 7, 92, 79, 67, 87, 65, 58, 40, 74, 71, 38, 76, 34, 27, 99, 85, 25, 46, 50, 29, 64, 52, 47, 30, 46, 20, 26, 42, 73, 53, 83, 86, 93, 42, 43, 47, 66, 93, 16] 
46 	 [10, 30, 26, 49, 36, 89, 81, 31, 4, 45, 9, 27, 37, 21, 100, 54, 39, 99, 15, 73, 23, 83, 27, 33, 52, 39, 66, 94, 57, 13, 48, 78, 89, 78, 81, 67, 68, 32, 52, 58, 38, 91, 14, 58, 89, 17, 41, 22, 68, 94, 43, 89, 75, 98, 17, 71, 32, 60, 92, 22, 64, 87, 45, 75, 2, 53, 7, 64, 52, 10, 6, 81, 47, 61, 89, 71, 73, 78, 48, 52, 59, 96, 1, 22, 73, 91, 37, 19, 10, 90, 49, 24, 57, 55, 9, 7, 15, 12, 20, 56] 	 [37, 63, 40, 10, 40, 41, 35, 6, 46, 61, 50, 4, 64, 12, 25, 46, 33, 68, 5, 14, 65, 27, 35, 57, 51, 63, 69, 59, 7, 4, 39, 77, 22, 65, 82, 60, 86, 44, 74, 55, 29, 26, 54, 69, 35, 36, 54, 31, 67, 90, 88, 38, 97, 43, 65, 81, 35, 15, 89, 89, 65, 76, 92, 82, 15, 97, 100, 66, 48, 74, 93, 93, 12, 20, 55, 79, 58, 11, 59, 14, 72, 12, 97, 11, 55, 49, 35, 25, 95, 54, 59, 52, 7, 34, 81, 30, 98, 2, 12, 67] 
47 	 [34, 59, 78, 4, 29, 66, 79, 57, 34, 56, 76, 91, 100, 43, 89, 10, 59, 23, 24, 42, 87, 82, 41, 89, 68, 72, 5, 64, 81, 26, 88, 35, 92, 8, 63, 81, 80, 99, 75, 11, 64, 58, 81, 94, 27, 56, 74, 25, 44, 77, 20, 10, 72, 71, 88, 30, 58, 20, 25, 53, 82, 18, 90, 51, 66, 45, 64, 4, 56, 83, 45, 88, 61, 31, 81, 56, 81, 50, 11, 3, 98, 81, 36, 92, 78, 9, 73, 11, 25, 96, 57, 23, 91, 16, 32, 31, 91, 80, 62, 25] 	 [44, 9, 96, 9, 81, 25, 92, 8, 18, 40, 17, 13, 19, 5, 55, 92, 82, 85, 43, 50, 51, 9, 53, 14, 61, 24, 31, 29, 38, 20, 87, 87, 7, 52, 41, 9, 17, 99, 34, 1, 92, 99, 76, 84, 28, 44, 76, 42, 76, 81, 76, 44, 46, 58, 48, 84, 76, 4, 92, 96, 27, 46, 11, 95, 77, 21, 82, 70, 28, 21, 99, 44, 67, 25, 70, 22, 59, 95, 26, 12, 41, 31, 83, 100, 4, 99, 53, 23, 51, 54, 41, 24, 37, 63, 94, 72, 19, 59, 55, 90] 
48 	 [32, 25, 34, 87, 11, 74, 69, 3, 88, 89, 35, 6, 21, 96, 58, 38, 62, 35, 29, 64, 72, 13, 67, 96, 7, 91, 1, 72, 29, 34, 16, 97, 43, 5, 20, 82, 71, 42, 45, 11, 67, 7, 66, 17, 56, 79, 6, 24, 94, 28, 75, 48, 84, 22, 47, 88, 49, 29, 82, 15, 62, 75, 76, 76, 25, 44, 98, 74, 2, 58, 64, 94, 34, 23, 84, 13, 87, 91, 51, 57, 23, 50, 46, 75, 61, 11, 13, 10, 56, 54, 62, 1, 50, 23, 74, 34, 63, 7, 89, 79] 	 [96, 32, 33, 46, 36, 51, 15, 49, 15, 46, 85, 76, 46, 21, 66, 55, 57, 82, 32, 10, 48, 49, 99, 86, 43, 1, 42, 26, 49, 25, 61, 88, 55, 11, 17, 89, 3, 83, 37, 5, 83, 22, 26, 79, 21, 33, 11, 52, 5, 57, 71, 27, 46, 79, 17, 6, 34, 19, 71, 18, 76, 50, 5, 7, 28, 44, 30, 10, 21, 4, 42, 10, 48, 86, 98, 45, 99, 49, 77, 64, 42, 37, 28, 39, 41, 87, 20, 31, 86, 89, 75, 72, 38, 13, 36, 11, 51, 33, 92, 34] 
49 	 [51, 26, 25, 29, 65, 51, 44, 26, 76, 3, 81, 94, 68, 28, 85, 17, 28, 81, 85, 9, 72, 76, 53, 38, 24, 33, 83, 98, 94, 30, 79, 46, 14, 69, 13, 37, 77, 55, 20, 24, 74, 60, 13, 57, 27, 58, 29, 18, 95, 66, 88, 64, 63, 16, 39, 53, 32, 27, 64, 87, 19, 88, 46, 63, 19, 91, 36, 48, 66, 59, 11, 98, 72, 41, 24, 90, 32, 53, 47, 44, 62, 97, 15, 43, 87, 5, 40, 93, 68, 63, 89, 23, 55, 11, 27, 72, 97, 80, 21, 9] 	 [69, 32, 53, 82, 85, 7, 77, 88, 17, 63, 46, 76, 11, 69, 39, 71, 54, 13, 3, 94, 89, 46, 27, 84, 3, 29, 2, 7, 34, 16, 89, 72, 95, 61, 75, 36, 89, 97, 95, 67, 88, 81, 29, 35, 97, 63, 68, 98, 49, 81, 74, 77, 43, 80, 81, 74, 54, 41, 57, 61, 44, 13, 91, 46, 41, 73, 81, 82, 6, 52, 23, 51, 46, 76, 58, 28, 17, 6, 12, 40, 66, 50, 90, 86, 83, 75, 77, 58, 7, 77, 61, 3, 97, 58, 54, 37, 83, 10, 36, 6] 
50 	 [73, 75, 4, 6, 87, 60, 18, 79, 38, 33, 41, 70, 30, 72, 51, 1, 28, 96, 92, 8, 1, 4, 40, 51, 85, 54, 90, 57, 73, 36, 54, 41, 5, 5, 75, 99, 20, 84, 44, 28, 29, 35, 35, 15, 65, 78, 19, 81, 36, 42, 9, 53, 3, 8, 34, 47, 74, 26, 11, 97, 44, 32, 26, 54, 56, 51, 87, 49, 28, 52, 18, 59, 76, 25, 86, 79, 18, 99, 70, 57, 36, 92, 14, 68, 24, 33, 59, 48, 30, 34, 44, 62, 38, 63, 5, 74, 63, 85, 41, 90] 	 [93, 10, 69, 68, 9, 69, 25, 88, 4, 13, 98, 63, 59, 76, 96, 63, 20, 82, 20, 24, 8, 55, 3, 82, 16, 79, 40, 92, 100, 99, 1, 45, 31, 15, 91, 2, 36, 17, 95, 69, 85, 8, 84, 8, 13, 93, 87, 2, 53, 3, 22, 18, 97, 81, 63, 44, 19, 77, 21, 14, 37, 49, 72, 67, 43, 76, 48, 33, 53, 30, 3, 28, 3, 98, 58, 62, 83, 88, 79, 29, 93, 72, 94, 59, 2, 27, 99, 44, 30, 38, 96, 42, 41, 70, 95, 91, 98, 40, 67, 99] 
51 	 [8, 71, 10, 37, 14, 65, 49, 12, 15, 81, 77, 55, 68, 53, 12, 15, 60, 41, 60, 61, 50, 89, 10, 42, 50, 25, 74, 46, 28, 32, 56, 45, 13, 49, 77, 37, 61, 92, 19, 32, 30, 16, 18, 57, 86, 94, 25, 9, 47, 69, 57, 46, 44, 16, 64, 34, 68, 21, 27, 59, 28, 25, 3, 13, 82, 38, 63, 67, 35, 41, 16, 57, 30, 13, 41, 83, 85, 22, 51, 23, 43, 3, 5, 51, 10, 70, 70, 67, 61, 11, 36, 31, 90, 11, 26, 89, 43, 85, 15, 83] 	 [28, 88, 18, 80, 81, 34, 98, 67, 89, 78, 35, 72, 53, 11, 53, 96, 33, 56, 79, 59, 44, 14, 35, 61, 63, 33, 90, 22, 96, 27, 92, 25, 70, 10, 100, 50, 100, 33, 47, 59, 58, 12, 74, 42, 33, 74, 82, 52, 75, 73, 16, 13, 15, 35, 90, 53, 78, 77, 56, 2, 98, 89, 37, 37, 64, 38, 25, 55, 86, 49, 52, 43, 59, 19, 41, 65, 80, 74, 87, 40, 67, 61, 99, 35, 80, 5, 48, 66, 94, 38, 79, 47, 5, 93, 97, 38, 62, 22, 1, 98] 
52 	 [78, 72, 40, 16, 60, 29, 84, 44, 88, 77, 54, 75, 18, 73, 6, 11, 36, 12, 17, 40, 3, 33, 77, 92, 88, 12, 59, 16, 94, 54, 18, 43, 37, 90, 33, 31, 50, 23, 59, 11, 32, 15, 33, 71, 20, 74, 42, 37, 42, 27, 90, 28, 59, 83, 74, 68, 51, 46, 46, 40, 74, 51, 39, 75, 22, 4, 25, 10, 39, 60, 28, 16, 23, 64, 25, 11, 33, 42, 50, 53, 34, 18, 53, 40, 35, 64, 34, 92, 34, 83, 24, 24, 49, 1, 20, 62, 2, 75, 33, 42] 	 [11, 79, 95, 29, 6, 4, 77, 75, 56, 11, 13, 62, 56, 75, 4, 95, 2, 44, 32, 37, 18, 1, 85, 86, 29, 61, 19, 55, 74, 8, 87, 30, 52, 45, 38, 20, 64, 75, 59, 90, 45, 27, 14, 80, 90, 92, 67, 23, 42, 79, 3, 92, 18, 81, 48, 74, 20, 28, 99, 18, 38, 77, 80, 75, 11, 60, 7, 73, 4, 13, 31, 1, 75, 11, 58, 93, 59, 98, 13, 48, 3, 93, 63, 99, 56, 26, 19, 65, 66, 12, 92, 96, 57, 58, 91, 1, 11, 61, 39, 51] 
53 	 [18, 53, 11, 66, 76, 100, 81, 90, 90, 18, 17, 3, 38, 86, 45, 90, 78, 68, 60, 53, 3, 11, 63, 16, 36, 48, 80, 15, 6, 46, 76, 82, 9, 26, 32, 28, 71, 35, 27, 2, 53, 84, 12, 43, 41, 64, 81, 16, 14, 6, 98, 33, 41, 52, 59, 75, 3, 9, 94, 7, 64, 93, 47, 33, 15, 100, 75, 67, 88, 12, 20, 66, 15, 8, 79, 91, 1, 78, 39, 60, 84, 71, 36, 51, 18, 18, 57, 33, 48, 39, 39, 53, 11, 75, 60, 87, 1, 79, 34, 83] 	 [36, 47, 94, 27, 84, 51, 64, 87, 26, 21, 43, 10, 3, 55, 27, 1, 35, 92, 58, 85, 92, 45, 43, 66, 41, 13, 9, 3, 63, 24, 27, 52, 100, 24, 64, 96, 86, 93, 49, 15, 16, 31, 68, 63, 55, 11, 8, 24, 53, 19, 57, 73, 62, 83, 61, 75, 33, 53, 57, 79, 37, 81, 46, 76, 84, 23, 34, 27, 99, 68, 36, 21, 21, 11, 22, 45, 83, 50, 63, 11, 89, 8, 93, 56, 37, 40, 96, 28, 15, 69, 56, 26, 79, 40, 77, 21, 67, 56, 32, 56] 
54 	 [97, 64, 91, 31, 13, 63, 94, 4, 95, 99, 34, 8, 79, 31, 82, 96, 67, 68, 5, 9, 82, 60, 53, 15, 17, 64, 76, 94, 32, 97, 35, 23, 91, 76, 6, 39, 9, 10, 88, 25, 39, 31, 77, 39, 58, 20, 74, 55, 48, 58, 65, 71, 14, 52, 24, 8, 65, 83, 77, 53, 82, 97, 93, 25, 46, 17, 32, 86, 100, 48, 88, 21, 66, 69, 44, 23, 87, 29, 100, 89, 52, 24, 58, 70, 30, 58, 70, 38, 98, 69, 23, 46, 100, 75, 68, 76, 38, 47, 73, 90] 	 [67, 22, 94, 85, 10, 65, 8, 57, 53, 30, 29, 2, 92, 95, 19, 18, 29, 26, 5, 6, 7, 42, 89, 6, 50, 69, 64, 61, 22, 5, 14, 80, 33, 50, 19, 71, 26, 59, 45, 56, 82, 59, 71, 14, 31, 34, 18, 1, 23, 17, 77, 81, 38, 37, 38, 24, 1, 38, 88, 17, 54, 12, 89, 25, 91, 92, 3, 97, 10, 8, 98, 29, 86, 28, 58, 51, 34, 28, 62, 25, 34, 13, 64, 77, 40, 93, 4, 83, 3, 43, 51, 49, 75, 45, 19, 52, 11, 11, 82, 22] 
55 	 [41, 84, 83, 95, 2, 50, 36, 3, 83, 49, 6, 7, 93, 83, 92, 81, 9, 29, 77, 27, 60, 50, 9, 2, 39, 100, 70, 12, 31, 68, 40, 56, 80, 51, 12, 21, 60, 29, 49, 2, 36, 5, 82, 45, 43, 68, 80, 12, 6, 33, 42, 46, 28, 18, 7, 26, 61, 85, 7, 12, 34, 15, 51, 78, 95, 33, 91, 51, 80, 18, 67, 31, 52, 55, 20, 28, 48, 46, 44, 71, 76, 99, 63, 48, 50, 19, 33, 74, 21, 8, 7, 15, 42, 5, 11, 98, 53, 64, 56, 33] 	 [49, 12, 52, 6, 78, 81, 58, 75, 23, 74, 34, 16, 12, 95, 39, 77, 83, 60, 62, 18, 83, 87, 92, 59, 43, 38, 11, 19, 86, 45, 53, 49, 79, 4, 19, 72, 12, 78, 11, 15, 17, 69, 59, 58, 72, 42, 33, 60, 31, 80, 96, 53, 50, 2, 35, 43, 62, 84, 4, 52, 59, 4, 96, 34, 48, 95, 75, 45, 32, 41, 21, 31, 96, 41, 58, 85, 6, 22, 14, 6, 35, 8, 32, 34, 58, 90, 4, 41, 89, 14, 30, 51, 30, 13, 67, 1, 5, 49, 94, 62] 
56 	 [48, 63, 62, 45, 51, 80, 100, 43, 84, 72, 77, 71, 14, 21, 64, 70, 54, 6, 48, 77, 34, 33, 94, 72, 43, 36, 95, 11, 35, 42, 29, 22, 18, 30, 1, 66, 90, 90, 65, 21, 75, 97, 46, 35, 4, 61, 38, 58, 16, 98, 76, 62, 79, 30, 33, 96, 58, 90, 99, 89, 59, 18, 4, 20, 46, 57, 81, 62, 4, 67, 15, 86, 23, 37, 46, 46, 37, 64, 72, 16, 30, 4, 4, 75, 17, 15, 32, 85, 15, 10, 40, 41, 16, 48, 50, 1, 19, 22, 58, 49] 	 [72, 14, 49, 46, 38, 67, 68, 34, 7, 43, 43, 95, 41, 84, 80, 56, 72, 86, 97, 55, 78, 91, 53, 14, 7, 96, 21, 6, 82, 10, 83, 99, 34, 59, 57, 62, 53, 78, 72, 97, 98, 38, 42, 83, 14, 83, 64, 97, 43, 79, 86, 81, 19, 80, 51, 43, 53, 26, 88, 61, 50, 47, 7, 61, 16, 48, 60, 91, 1, 75, 88, 23, 42, 12, 14, 97, 67, 7, 77, 30, 45, 1, 78, 89, 92, 13, 92, 20, 76, 60, 13, 9, 4, 26, 76, 56, 64, 84, 46, 68] 
57 	 [33, 16, 26, 92, 72, 79, 31, 2, 38, 55, 13, 27, 49, 82, 38, 8, 7, 80, 13, 17, 70, 50, 24, 60, 83, 56, 24, 6, 4, 26, 99, 53, 26, 28, 92, 32, 26, 56, 66, 74, 26, 20, 43, 12, 48, 84, 10, 83, 21, 69, 100, 98, 30, 94, 22, 48, 48, 30, 44, 20, 91, 22, 15, 41, 5, 21, 17, 89, 71, 23, 64, 55, 82, 51, 58, 49, 44, 89, 64, 8, 52, 82, 33, 86, 2, 35, 65, 78, 8, 8, 37, 69, 9, 23, 27, 71, 67, 92, 19, 86] 	 [70, 23, 8, 42, 35, 45, 47, 23, 86, 87, 10, 15, 76, 35, 34, 40, 81, 8, 62, 89, 45, 78, 51, 47, 74, 20, 26, 99, 40, 32, 10, 76, 15, 30, 5, 28, 44, 57, 59, 19, 36, 51, 83, 2, 74, 63, 69, 73, 5, 67, 38, 98, 11, 9, 66, 30, 48, 31, 10, 96, 21, 65, 14, 28, 72, 44, 94, 7, 14, 23, 14, 59, 19, 9, 44, 2, 44, 69, 9, 34, 14, 33, 34, 3, 51, 97, 89, 3, 68, 15, 40, 99, 52, 15, 3, 21, 19, 56, 98, 77] 
58 	 [24, 20, 72, 66, 40, 49, 23, 2, 74, 4, 97, 86, 23, 8, 75, 98, 95, 5, 31, 19, 4, 50, 43, 46, 52, 10, 26, 35, 92, 55, 79, 86, 10, 90, 35, 41, 76, 70, 49, 45, 38, 73, 54, 99, 32, 39, 9, 56, 67, 8, 98, 71, 6, 11, 65, 43, 52, 50, 21, 22, 80, 12, 84, 14, 44, 5, 41, 22, 86, 74, 62, 39, 39, 81, 19, 58, 72, 17, 59, 33, 6, 94, 58, 23, 22, 91, 95, 58, 73, 88, 7, 95, 94, 26, 92, 45, 28, 75, 91, 69] 	 [69, 50, 2, 11, 33, 70, 6, 1, 3, 4, 83, 60, 57, 72, 27, 71, 97, 61, 91, 22, 9, 27, 57, 69, 74, 50, 5, 51, 93, 65, 74, 20, 17, 93, 12, 43, 75, 2, 27, 11, 34, 23, 39, 63, 91, 85, 60, 6, 53, 43, 72, 33, 70, 48, 33, 94, 39, 92, 11, 2, 22, 91, 19, 82, 22, 73, 33, 21, 36, 41, 28, 78, 29, 30, 26, 36, 44, 67, 62, 4, 22, 7, 91, 8, 73, 98, 60, 23, 97, 69, 49, 38, 37, 96, 61, 55, 23, 61, 61, 32] 
59 	 [36, 5, 23, 18, 12, 67, 48, 67, 22, 40, 61, 67, 37, 60, 97, 66, 41, 32, 3, 67, 4, 53, 73, 34, 53, 33, 66, 65, 1, 11, 68, 83, 14, 33, 79, 82, 91, 2, 91, 92, 86, 45, 74, 67, 78, 98, 31, 72, 21, 89, 79, 42, 68, 38, 6, 37, 5, 21, 91, 85, 21, 60, 40, 15, 73, 17, 45, 30, 29, 100, 12, 85, 25, 54, 97, 20, 21, 87, 37, 79, 33, 37, 97, 5, 57, 80, 18, 40, 92, 82, 1, 1, 53, 86, 74, 77, 21, 59, 83, 38] 	 [99, 88, 42, 59, 25, 96, 57, 24, 30, 78, 51, 94, 37, 35, 76, 8, 2, 87, 5, 22, 59, 2, 85, 14, 88, 30, 16, 26, 22, 55, 66, 17, 35, 39, 37, 46, 88, 71, 11, 99, 37, 55, 36, 69, 56, 86, 55, 43, 39, 73, 2, 100, 71, 47, 42, 49, 91, 24, 89, 81, 87, 92, 82, 79, 18, 1, 57, 16, 39, 74, 96, 68, 64, 97, 40, 24, 66, 65, 64, 11, 100, 17, 34, 48, 87, 58, 47, 63, 86, 5, 9, 99, 4, 54, 45, 97, 40, 87, 14, 75] 
60 	 [41, 6, 90, 99, 27, 95, 91, 31, 90, 11, 21, 30, 55, 86, 50, 31, 65, 5, 4, 34, 79, 55, 14, 79, 94, 83, 79, 66, 95, 89, 59, 25, 56, 63, 86, 76, 62, 36, 96, 68, 89, 46, 74, 33, 25, 61, 17, 9, 65, 66, 54, 3, 40, 94, 63, 41, 48, 25, 61, 39, 90, 94, 1, 6, 67, 14, 17, 23, 44, 65, 63, 64, 62, 10, 67, 84, 31, 60, 86, 52, 55, 8, 60, 92, 40, 81, 35, 42, 98, 18, 72, 3, 82, 77, 4, 98, 24, 78, 24, 70] 	 [65, 13, 63, 16, 90, 34, 43, 15, 33, 39, 71, 97, 5, 94, 66, 63, 67, 65, 23, 37, 67, 9, 74, 70, 18, 46, 60, 97, 41, 58, 52, 3, 75, 90, 99, 93, 5, 73, 60, 28, 23, 58, 55, 9, 97, 86, 18, 95, 51, 44, 4, 45, 71, 18, 12, 46, 64, 23, 75, 4, 25, 58, 89, 95, 71, 78, 7, 21, 43, 32, 93, 16, 34, 12, 24, 86, 48, 29, 6, 18, 39, 32, 76, 3, 11, 43, 56, 45, 65, 26, 53, 79, 46, 28, 34, 64, 64, 36, 35, 92] 
61 	 [42, 67, 49, 24, 89, 16, 9, 5, 20, 7, 40, 83, 84, 86, 86, 55, 33, 90, 77, 98, 40, 1, 82, 78, 100, 34, 32, 43, 51, 44, 91, 76, 12, 71, 17, 96, 51, 63, 20, 45, 68, 78, 11, 16, 34, 86, 26, 97, 36, 100, 20, 28, 91, 33, 81, 56, 28, 57, 74, 98, 57, 47, 65, 18, 88, 63, 86, 73, 37, 99, 76, 77, 8, 58, 15, 75, 81, 35, 43, 45, 46, 27, 38, 22, 42, 17, 80, 62, 53, 37, 74, 7, 6, 93, 78, 61, 68, 97, 33, 37] 	 [52, 18, 87, 18, 5, 73, 57, 38, 58, 53, 48, 11, 6, 74, 98, 72, 83, 100, 30, 97, 57, 22, 93, 81, 28, 3, 45, 96, 66, 46, 78, 84, 98, 94, 54, 13, 38, 45, 41, 98, 59, 33, 71, 83, 71, 86, 10, 17, 75, 29, 76, 17, 100, 8, 98, 51, 72, 95, 74, 48, 64, 92, 86, 52, 42, 67, 17, 14, 85, 3, 43, 33, 51, 97, 68, 89, 76, 53, 36, 87, 85, 57, 57, 26, 45, 63, 8, 5, 2, 28, 70, 95, 83, 61, 5, 14, 44, 81, 2, 44] 
62 	 [9, 86, 78, 25, 4, 89, 73, 59, 18, 76, 48, 87, 7, 71, 49, 25, 12, 89, 26, 86, 19, 15, 68, 13, 54, 26, 94, 73, 88, 61, 46, 33, 19, 23, 43, 20, 56, 31, 66, 63, 39, 50, 87, 79, 1, 70, 33, 28, 57, 80, 88, 18, 35, 99, 73, 26, 3, 26, 3, 100, 24, 11, 37, 47, 77, 55, 24, 61, 63, 96, 18, 25, 95, 92, 47, 10, 7, 8, 79, 78, 86, 89, 78, 56, 45, 3, 59, 67, 88, 7, 49, 88, 66, 30, 21, 17, 99, 51, 86, 27] 	 [13, 82, 33, 88, 88, 94, 54, 71, 70, 38, 39, 33, 97, 61, 96, 35, 26, 93, 22, 1, 51, 10, 1, 49, 28, 86, 98, 48, 81, 100, 41, 82, 79, 27, 7, 83, 47, 69, 98, 49, 61, 86, 7, 76, 58, 26, 1, 37, 22, 96, 98, 43, 75, 43, 92, 83, 69, 62, 33, 20, 7, 97, 63, 62, 19, 4, 40, 82, 79, 33, 70, 52, 61, 70, 13, 75, 4, 74, 92, 17, 67, 71, 80, 71, 85, 2, 75, 48, 93, 26, 60, 53, 76, 74, 95, 51, 97, 11, 92, 4] 
63 	 [28, 65, 13, 3, 27, 34, 12, 96, 54, 55, 75, 96, 52, 31, 68, 24, 20, 1, 91, 93, 93, 61, 97, 60, 81, 55, 64, 38, 90, 68, 81, 28, 72, 14, 23, 88, 2, 3, 3, 97, 58, 30, 44, 73, 92, 13, 21, 31, 49, 8, 53, 92, 99, 44, 91, 49, 62, 48, 17, 16, 99, 92, 72, 18, 88, 99, 7, 95, 90, 70, 64, 76, 88, 23, 7, 69, 2, 32, 65, 70, 49, 28, 22, 28, 65, 11, 100, 47, 8, 28, 48, 47, 45, 31, 78, 3, 25, 8, 14, 53] 	 [33, 72, 21, 76, 31, 50, 19, 36, 27, 25, 53, 7, 34, 81, 36, 95, 20, 25, 54, 48, 48, 11, 38, 83, 34, 34, 9, 69, 41, 46, 93, 16, 48, 8, 15, 80, 59, 2, 39, 54, 99, 19, 91, 15, 27, 69, 3, 71, 28, 68, 38, 73, 92, 66, 34, 41, 93, 14, 8, 88, 46, 66, 26, 41, 17, 73, 54, 90, 76, 1, 55, 26, 64, 54, 10, 31, 10, 62, 2, 12, 56, 49, 46, 37, 59, 63, 77, 43, 26, 88, 38, 21, 98, 86, 76, 73, 8, 37, 52, 68] 
64 	 [62, 23, 23, 23, 54, 36, 80, 37, 45, 60, 44, 32, 76, 45, 48, 60, 29, 72, 15, 78, 65, 84, 69, 36, 17, 51, 57, 8, 23, 90, 24, 29, 26, 100, 16, 3, 44, 65, 12, 11, 54, 27, 82, 57, 38, 45, 36, 2, 10, 26, 20, 61, 96, 99, 74, 27, 12, 45, 36, 80, 45, 86, 91, 96, 61, 21, 55, 27, 21, 90, 93, 53, 53, 59, 62, 92, 45, 46, 52, 80, 39, 8, 95, 61, 52, 25, 62, 84, 14, 62, 100, 61, 7, 40, 63, 99, 9, 39, 53, 21] 	 [34, 17, 33, 25, 42, 49, 54, 29, 47, 75, 78, 7, 52, 38, 83, 80, 69, 35, 85, 57, 58, 63, 94, 61, 81, 76, 75, 56, 57, 4, 1, 90, 25, 81, 26, 79, 82, 86, 53, 49, 45, 46, 33, 49, 54, 35, 44, 79, 23, 68, 17, 29, 31, 47, 33, 38, 92, 30, 67, 64, 25, 86, 88, 82, 6, 87, 67, 60, 69, 88, 53, 19, 47, 51, 76, 67, 86, 17, 4, 37, 19, 20, 71, 31, 77, 41, 54, 63, 83, 85, 7, 17, 26, 63, 77, 17, 45, 61, 23, 28] 
65 	 [85, 9, 41, 75, 22, 36, 31, 48, 54, 18, 39, 25, 29, 36, 43, 66, 20, 51, 97, 24, 42, 41, 11, 42, 7, 46, 56, 44, 1, 27, 38, 84, 18, 67, 87, 6, 99, 71, 90, 42, 32, 39, 88, 51, 6, 20, 48, 76, 62, 84, 48, 53, 99, 22, 76, 85, 60, 33, 60, 60, 58, 70, 79, 89, 7, 53, 89, 48, 68, 83, 43, 52, 31, 74, 71, 85, 5, 79, 26, 23, 96, 52, 93, 23, 58, 90, 33, 32, 31, 48, 68, 100, 15, 46, 96, 33, 83, 22, 75, 29] 	 [62, 13, 83, 85, 84, 56, 46, 12, 7, 59, 91, 18, 90, 81, 37, 94, 95, 14, 85, 6, 72, 91, 21, 43, 96, 4, 59, 60, 3, 9, 3, 61, 37, 11, 15, 64, 13, 89, 72, 29, 95, 6, 98, 20, 92, 33, 65, 56, 71, 24, 96, 27, 24, 79, 29, 17, 25, 80, 98, 16, 63, 59, 39, 97, 37, 11, 29, 33, 32, 92, 9, 35, 96, 83, 70, 24, 33, 6, 8, 17, 84, 19, 68, 52, 31, 57, 94, 55, 41, 16, 26, 60, 42, 93, 50, 90, 75, 61, 38, 86] 
66 	 [15, 69, 28, 43, 37, 36, 41, 100, 23, 67, 5, 93, 43, 52, 6, 92, 21, 90, 68, 69, 64, 32, 40, 35, 60, 23, 13, 71, 23, 75, 2, 16, 65, 3, 33, 17, 96, 45, 82, 93, 87, 3, 81, 41, 25, 24, 67, 59, 64, 65, 45, 100, 98, 78, 92, 9, 92, 62, 25, 91, 33, 47, 76, 54, 18, 69, 5, 5, 67, 29, 67, 26, 86, 81, 10, 53, 55, 92, 98, 49, 98, 22, 76, 42, 6, 39, 93, 11, 33, 86, 81, 53, 86, 52, 46, 97, 14, 72, 79, 63] 	 [11, 18, 58, 11, 44, 34, 66, 17, 91, 99, 48, 61, 81, 35, 81, 92, 77, 1, 9, 17, 36, 4, 52, 68, 26, 73, 72, 50, 69, 41, 63, 71, 67, 51, 46, 21, 77, 20, 14, 17, 57, 45, 25, 86, 84, 54, 44, 77, 32, 2, 65, 15, 63, 13, 23, 65, 74, 40, 67, 92, 8, 76, 26, 79, 93, 89, 58, 33, 92, 10, 10, 27, 49, 96, 56, 54, 73, 91, 75, 21, 56, 49, 25, 3, 65, 93, 84, 37, 87, 85, 74, 52, 54, 39, 3, 21, 14, 11, 57, 4] 
